"Viral_species","NCBI_taxid","Region_feature_class","Beginning","End","locus_tag","db_xref","gene","product","protein_id","codon_start","note","mol_type","host","country","collection_date","strain","ribosomal_slippage","isolate","ribosomal_slippage.1","inference","experiment","function.","isolation_source","old_locus_tag","regulatory_class","gene_synonym","collected_by","lab_host","genotype","pseudo","lat_lon","cell_line","acronym","transl_except","serotype","segment","exception","citation","altitude","subgroup","standard_name","identified_by","group","culture_collection","clone"
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","2818","8655","D1Y28_gp02","","ORF1a","nsp3","",NA,"ADP-ribose 1'-phosphatase; papain-like proteinase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","8656","10170","D1Y28_gp02","","ORF1a","nsp4","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","10171","11088","D1Y28_gp02","","ORF1a","nsp5","",NA,"3C-like cysteine proteinase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","11089","11964","D1Y28_gp02","","ORF1a","nsp6","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","11965","12213","D1Y28_gp02","","ORF1a","nsp7","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","12214","12810","D1Y28_gp02","","ORF1a","nsp8","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","12811","13140","D1Y28_gp02","","ORF1a","nsp9","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","13141","13560","D1Y28_gp02","","ORF1a","nsp10","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"mat_peptide","13561","13602","D1Y28_gp02","","ORF1a","nsp11","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","21610","25602","D1Y28_gp03","GeneID:37627011","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","21610","25602","D1Y28_gp03","GeneID:37627011","S","spike protein","YP_009513010.1",1,"surface glycoprotein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","25620","25937","D1Y28_gp04","GeneID:37627002","ORF3a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","25620","25937","D1Y28_gp04","GeneID:37627002","ORF3a","ORF3a","YP_009513011.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","25714","26136","D1Y28_gp05","GeneID:37627003","ORF3b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","25714","26136","D1Y28_gp05","GeneID:37627003","ORF3b","ORF3b","YP_009513012.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","25891","26136","D1Y28_gp06","GeneID:37627004","ORF4a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","25891","26136","D1Y28_gp06","GeneID:37627004","ORF4a","ORF4a","YP_009513013.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","26123","26794","D1Y28_gp07","GeneID:37627005","ORF4b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","26123","26794","D1Y28_gp07","GeneID:37627005","ORF4b","ORF4b","YP_009513014.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","26804","27505","D1Y28_gp08","GeneID:37627006","ORF5","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","26804","27505","D1Y28_gp08","GeneID:37627006","ORF5","ORF5","YP_009513015.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","27579","27827","D1Y28_gp09","GeneID:37627007","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","27579","27827","D1Y28_gp09","GeneID:37627007","E","E","YP_009513016.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","27842","28498","D1Y28_gp10","GeneID:37627008","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","27842","28498","D1Y28_gp10","GeneID:37627008","M","membrane protein","YP_009513017.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","28552","29826","D1Y28_gp11","GeneID:37627009","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","28552","29826","D1Y28_gp11","GeneID:37627009","N","nucleocapsid protein","YP_009513018.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"gene","28598","29197","D1Y28_gp12","GeneID:37627010","ORF8b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Betacoronavirus-Erinaceus/VMC/DEU/2012",1385427,"CDS","28598","29197","D1Y28_gp12","GeneID:37627010","ORF8b","ORF8b","YP_009513019.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"source","1","29903","","taxon:2697049","","","",NA,"","genomic RNA","Homo sapiens","China","Dec-2019","",NA,"Wuhan-Hu-1",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"5_UTR","1","265","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","266","21555","GU280_gp01","GeneID:43740578","ORF1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","266","21555","GU280_gp01","GeneID:43740578","ORF1ab","ORF1ab polyprotein","YP_009724389.1",1,"pp1ab; translated by -1 ribosomal frameshift","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","266","805","GU280_gp01","","ORF1ab","leader protein","YP_009725297.1",NA,"nsp1; produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","806","2719","GU280_gp01","","ORF1ab","nsp2","YP_009725298.1",NA,"produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","2720","8554","GU280_gp01","","ORF1ab","nsp3","YP_009725299.1",NA,"former nsp1; conserved domains are: N-terminal","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","8555","10054","GU280_gp01","","ORF1ab","nsp4","YP_009725300.1",NA,"nsp4B_TM; contains transmembrane domain 2 (TM2);","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","10055","10972","GU280_gp01","","ORF1ab","3C-like proteinase","YP_009725301.1",NA,"nsp5A_3CLpro and nsp5B_3CLpro; main proteinase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","10973","11842","GU280_gp01","","ORF1ab","nsp6","YP_009725302.1",NA,"nsp6_TM; putative transmembrane domain; produced by","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","11843","12091","GU280_gp01","","ORF1ab","nsp7","YP_009725303.1",NA,"produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","12092","12685","GU280_gp01","","ORF1ab","nsp8","YP_009725304.1",NA,"produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","12686","13024","GU280_gp01","","ORF1ab","nsp9","YP_009725305.1",NA,"ssRNA-binding protein; produced by both pp1a and","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","13025","13441","GU280_gp01","","ORF1ab","nsp10","YP_009725306.1",NA,"nsp10_CysHis; formerly known as growth-factor-like","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","13442","16236","GU280_gp01","","ORF1ab","RNA-dependent RNA polymerase","YP_009725307.1",NA,"nsp12; NiRAN and RdRp; produced by pp1ab only","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","16237","18039","GU280_gp01","","ORF1ab","helicase","YP_009725308.1",NA,"nsp13_ZBD_ nsp13_TB","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","18040","19620","GU280_gp01","","ORF1ab","3'-to-5' exonuclease","YP_009725309.1",NA,"nsp14A2_ExoN and nsp14B_NMT; produced by pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","19621","20658","GU280_gp01","","ORF1ab","endoRNAse","YP_009725310.1",NA,"nsp15-A1 and nsp15B-NendoU; produced by pp1ab only","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","20659","21552","GU280_gp01","","ORF1ab","2'-O-ribose methyltransferase","YP_009725311.1",NA,"nsp16_OMT; 2'-o-MT; produced by pp1ab only","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","266","13483","GU280_gp01","GeneID:43740578","ORF1ab","ORF1a polyprotein","YP_009725295.1",1,"pp1a","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","266","805","GU280_gp01","","ORF1ab","leader protein","YP_009742608.1",NA,"nsp1; produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","806","2719","GU280_gp01","","ORF1ab","nsp2","YP_009742609.1",NA,"produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","2720","8554","GU280_gp01","","ORF1ab","nsp3","YP_009742610.1",NA,"former nsp1; conserved domains are: N-terminal","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","8555","10054","GU280_gp01","","ORF1ab","nsp4","YP_009742611.1",NA,"nsp4B_TM; contains transmembrane domain 2 (TM2);","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","10055","10972","GU280_gp01","","ORF1ab","3C-like proteinase","YP_009742612.1",NA,"nsp5A_3CLpro and nsp5B_3CLpro; main proteinase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","10973","11842","GU280_gp01","","ORF1ab","nsp6","YP_009742613.1",NA,"nsp6_TM; putative transmembrane domain; produced by","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","11843","12091","GU280_gp01","","ORF1ab","nsp7","YP_009742614.1",NA,"produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","12092","12685","GU280_gp01","","ORF1ab","nsp8","YP_009742615.1",NA,"produced by both pp1a and pp1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","12686","13024","GU280_gp01","","ORF1ab","nsp9","YP_009742616.1",NA,"ssRNA-binding protein; produced by both pp1a and","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","13025","13441","GU280_gp01","","ORF1ab","nsp10","YP_009742617.1",NA,"nsp10_CysHis; formerly known as growth-factor-like","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"mat_peptide","13442","13480","GU280_gp01","","ORF1ab","nsp11","YP_009725312.1",NA,"produced by pp1a only","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"stem_loop","13476","13503","GU280_gp01","","ORF1ab","","",NA,"","","","","","",NA,"",NA,"COORDINATES:","","Coronavirus frameshifting stimulation element","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"stem_loop","13488","13542","GU280_gp01","","ORF1ab","","",NA,"","","","","","",NA,"",NA,"COORDINATES:","","Coronavirus frameshifting stimulation element","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","21563","25384","GU280_gp02","GeneID:43740568","_synonymspike glycoprotein","","",NA,"","","","","","",NA,"",NA,"","","","","","","spike glycoprotein","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","21563","25384","GU280_gp02","GeneID:43740568","_synonymspike glycoprotein","surface glycoprotein","YP_009724390.1",1,"structural protein; spike protein","","","","","",NA,"",NA,"","","","","","","spike glycoprotein","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","25393","26220","GU280_gp03","GeneID:43740569","ORF3a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","25393","26220","GU280_gp03","GeneID:43740569","ORF3a","ORF3a protein","YP_009724391.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","26245","26472","GU280_gp04","GeneID:43740570","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","26245","26472","GU280_gp04","GeneID:43740570","E","envelope protein","YP_009724392.1",1,"ORF4; structural protein; E protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","26523","27191","GU280_gp05","GeneID:43740571","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","26523","27191","GU280_gp05","GeneID:43740571","M","membrane glycoprotein","YP_009724393.1",1,"ORF5; structural protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","27202","27387","GU280_gp06","GeneID:43740572","ORF6","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","27202","27387","GU280_gp06","GeneID:43740572","ORF6","ORF6 protein","YP_009724394.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","27394","27759","GU280_gp07","GeneID:43740573","ORF7a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","27394","27759","GU280_gp07","GeneID:43740573","ORF7a","ORF7a protein","YP_009724395.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","27756","27887","GU280_gp08","GeneID:43740574","ORF7b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","27756","27887","GU280_gp08","GeneID:43740574","ORF7b","ORF7b","YP_009725318.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","27894","28259","GU280_gp09","GeneID:43740577","ORF8","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","27894","28259","GU280_gp09","GeneID:43740577","ORF8","ORF8 protein","YP_009724396.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","28274","29533","GU280_gp10","GeneID:43740575","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","28274","29533","GU280_gp10","GeneID:43740575","N","nucleocapsid phosphoprotein","YP_009724397.2",1,"ORF9; structural protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"gene","29558","29674","GU280_gp11","GeneID:43740576","ORF10","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"CDS","29558","29674","GU280_gp11","GeneID:43740576","ORF10","ORF10 protein","YP_009725255.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"stem_loop","29609","29644","GU280_gp11","","ORF10","","",NA,"","","","","","",NA,"",NA,"COORDINATES:","","Coronavirus 3' UTR pseudoknot stem-loop 1","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"stem_loop","29629","29657","GU280_gp11","","ORF10","","",NA,"","","","","","",NA,"",NA,"COORDINATES:","","Coronavirus 3' UTR pseudoknot stem-loop 2","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"3_UTR","29675","29903","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Severe-acute-respiratory-syndrome-coronavirus-2-(SARS-CoV-2)",2697049,"stem_loop","29728","29768","","","","","",NA,"basepair exception: alignment to the Rfam model","","","","","",NA,"",NA,"COORDINATES:","","Coronavirus 3' stem-loop II-like motif (s2m)","","","","","","","",NA,"","","","","","",": alignment to the Rfam model","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"source","1","28679","","taxon:1920748","","","",NA,"","genomic RNA","Triaenops afer","Kenya","21-Jun-2010","BtKYNL63-9b",NA,"",NA,"","","","fecal swab","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"gene","246","20593","HO262_gp1","GeneID:55060272","orf1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","246","20593","HO262_gp1","GeneID:55060272","orf1ab","ORF1ab protein","YP_009824965.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","246","12587","HO262_gp1","GeneID:55060272","orf1ab","ORF1a protein","YP_009824966.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"gene","20590","24711","HO262_gp2","GeneID:55060266","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","20590","24711","HO262_gp2","GeneID:55060266","S","S protein","YP_009824967.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"gene","24711","25394","HO262_gp3","GeneID:55060267","ORF3","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","24711","25394","HO262_gp3","GeneID:55060267","ORF3","ORF3 protein","YP_009824968.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"gene","25375","25608","HO262_gp4","GeneID:55060268","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","25375","25608","HO262_gp4","GeneID:55060268","E","E protein","YP_009824969.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"gene","25620","26300","HO262_gp5","GeneID:55060269","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","25620","26300","HO262_gp5","GeneID:55060269","M","M protein","YP_009824970.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"gene","26312","27613","HO262_gp6","GeneID:55060270","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","26312","27613","HO262_gp6","GeneID:55060270","N","N protein","YP_009824971.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"gene","28196","28486","HO262_gp7","GeneID:55060271","ORFx","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"NL63-related-bat-coronavirus",1920748,"CDS","28196","28486","HO262_gp7","GeneID:55060271","ORFx","ORFx protein","YP_009824972.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Yellow-head-virus",96029,"source","1","26769","","taxon:96029","","","",NA,"","genomic RNA","Fenneropenaeus chinensis","China","06-Jul-2012","",NA,"20120706",NA,"","","","","","","","","","8",NA,"","","","","","","","","","","","","","",""
