	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
22741	MZ321314	SARS-CoV-2/human/USA/CT-CDC-QDX24981049/2021	GenBank	EPI_ISL_2372005	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-05-10	United States / Connecticut	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22743	MZ321344	SARS-CoV-2/human/USA/PA-CDC-QDX24980971/2021	GenBank	EPI_ISL_2372035	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-05-11	United States / Pennsylvania	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22745	MZ321383	SARS-CoV-2/human/USA/PA-CDC-QDX24981015/2021	GenBank	EPI_ISL_2372074	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-05-12	United States / Pennsylvania	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22749	MZ321418	SARS-CoV-2/human/USA/NY-CDC-QDX24980937/2021	GenBank	EPI_ISL_2372109	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-05-10	United States / New York	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22753	MZ321513	SARS-CoV-2/human/USA/CT-CDC-QDX24941100/2021	GenBank	EPI_ISL_2372204	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-05-09	United States / Connecticut	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22756	MZ321551	SARS-CoV-2/human/USA/FL-CDC-QDX24941053/2021	GenBank	EPI_ISL_2372242	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-05-13	United States / Florida	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22757	MZ321593	SARS-CoV-2/human/USA/GA-CDC-MMB08558628/2021	GenBank	EPI_ISL_2372469	B.1.1.7	Complete	29752	High	0/0/-/-/-	Homo sapiens	2021-04-29	United States / Georgia	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22758	MZ321655	SARS-CoV-2/human/USA/CO-CDC-MMB08573543/2021	GenBank	EPI_ISL_2372531	B.1.1.7	Complete	29782	High	0/0/-/-/-	Homo sapiens	2021-04-30	United States / Colorado	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22759	MZ321692	SARS-CoV-2/human/USA/CO-CDC-MMB08568175/2021	GenBank	EPI_ISL_2372568	B.1.1.7	Complete	29782	High	0/0/-/-/-	Homo sapiens	2021-04-29	United States / Colorado	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22760	MZ321721	SARS-CoV-2/human/USA/CO-CDC-MMB08567797/2021	GenBank	EPI_ISL_2372597	B.1.1.7	Complete	29781	High	0/0/-/-/-	Homo sapiens	2021-04-29	United States / Colorado	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22761	MZ321775	SARS-CoV-2/human/USA/CO-CDC-MMB08625712/2021	GenBank	EPI_ISL_2372651	B.1.1.7	Complete	29781	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Colorado	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22762	MZ321802	SARS-CoV-2/human/USA/CO-CDC-MMB08598277/2021	GenBank	EPI_ISL_2372678	B.1.1.7	Complete	29781	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / Colorado	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22788	MZ322457	SARS-CoV-2/human/USA/MN-MDH-7650/2021	GenBank	EPI_ISL_2376574	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-04-26	United States / Minnesota	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22794	MZ322786	SARS-CoV-2/human/USA/AK-PHL9039/2021	GenBank	EPI_ISL_2375820	B.1.1.7	Complete	29819	High	0/0/-/-/-	Homo sapiens	2021-05-18	United States / Alaska / Anchorage-Mat Su	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22796	MZ322792	SARS-CoV-2/human/USA/AK-PHL9045/2021	GenBank	EPI_ISL_2375826	B.1.1.7	Complete	29817	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Alaska / Gulf Coast	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22797	MZ322793	SARS-CoV-2/human/USA/AK-PHL9046/2021	GenBank	EPI_ISL_2375827	B.1.1.7	Complete	29855	High	0/0/-/-/-	Homo sapiens	2021-05-12	United States / Alaska / Gulf Coast	 	2021-06-01	 	2021-06-08 10:34:33	2021-06-08 10:34:33	alpha
22810	MZ328491	SARS-CoV-2/human/USA/WA-UW-21050334485/2021	GenBank	EPI_ISL_2300688	B.1.1.7	Complete	29530	High	9/0/-/-/-	Homo Sapiens	2021-05-03	United States / Washington	NA	2021-05-27	NA	2021-05-30 06:41:26	2021-06-16 15:33:27	alpha
22812	MZ328805	SARS-CoV-2/human/USA/WA-UW-21050576853/2021	GenBank	EPI_ISL_2299449	B.1.1.7	Complete	29508	High	13/0/-/-/-	Homo Sapiens	2021-05-05	United States / Washington	NA	2021-05-27	NA	2021-05-30 06:41:26	2021-06-16 15:33:26	alpha
22816	MZ328912	SARS-CoV-2/human/USA/WA-UW-21050827557/2021	GenBank	EPI_ISL_2340708	B.1.1.7	Complete	29521	High	0/0/-/-/-	Homo Sapiens	2021-05-08	United States / Washington	NA	2021-05-30	NA	2021-06-03 03:32:22	2021-06-16 15:33:25	alpha
22817	MZ328933	SARS-CoV-2/human/USA/WA-UW-21050822615/2021	GenBank	EPI_ISL_2340729	B.1.1.7	Complete	29521	High	0/0/-/-/-	Homo Sapiens	2021-05-08	United States / Washington	NA	2021-05-30	NA	2021-06-03 03:32:22	2021-06-16 15:33:25	alpha
22823	MZ329259	SARS-CoV-2/human/USA/NMDOH-2021108518/2021	GenBank	NA	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-04-28	United States / New Mexico	 	2021-06-02	 	2021-06-10 13:24:57	2021-06-10 13:24:57	alpha
22828	MZ331030	SARS-CoV-2/human/USA/CO-CDC-2-4393159/2021	GenBank	EPI_ISL_2383903	B.1.1.7	Complete	29848	High	0/1/-/-/-	Homo Sapiens	2021-04-12	United States / Colorado	NA	2021-06-03	NA	2021-06-08 10:34:38	2021-06-16 15:33:29	alpha
22831	MZ331089	SARS-CoV-2/human/USA/ID-CDC-2-4396055/2021	GenBank	EPI_ISL_2383962	B.1.1.7	Complete	29848	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / Idaho	NA	2021-06-03	NA	2021-06-08 10:34:38	2021-06-16 15:33:28	alpha
22832	MZ331100	SARS-CoV-2/human/USA/KY-CDC-2-4394063/2021	GenBank	EPI_ISL_2383973	B.1.1.7	Complete	29848	High	0/0/-/-/-	Homo Sapiens	2021-05-03	United States / Kentucky	NA	2021-06-03	NA	2021-06-08 10:34:38	2021-06-16 15:33:27	alpha
22840	MZ331146	SARS-CoV-2/human/USA/PR-CDC-2-4396061/2021	GenBank	EPI_ISL_2384019	B.1.1.7	Complete	29848	High	0/1/-/-/-	Homo Sapiens	2021-05-04	United States / Puerto Rico	NA	2021-06-03	NA	2021-06-08 10:34:38	2021-06-16 15:33:27	alpha
22846	MZ331165	SARS-CoV-2/human/USA/NM-CDC-2-4396078/2021	GenBank	EPI_ISL_2384038	B.1.1.7	Complete	29848	High	0/0/-/-/-	Homo Sapiens	2021-05-10	United States / New Mexico	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:24	alpha
22849	MZ331207	SARS-CoV-2/human/USA/OH-CDC-2-4395998/2021	GenBank	EPI_ISL_2384080	B.1.1.7	Complete	29795	High	0/3/-/-/-	Homo Sapiens	2021-04-30	United States / Ohio	NA	2021-06-03	NA	2021-06-08 10:34:38	2021-06-16 15:33:27	alpha
22850	MZ331211	SARS-CoV-2/human/USA/OH-CDC-2-4396070/2021	GenBank	EPI_ISL_2384084	B.1.1.7	Complete	29795	High	0/2/-/-/-	Homo Sapiens	2021-04-30	United States / Ohio	NA	2021-06-03	NA	2021-06-08 10:34:38	2021-06-16 15:33:27	alpha
22854	MZ331235	SARS-CoV-2/human/USA/RI-CDC-2-4394073/2021	GenBank	EPI_ISL_2384143	B.1.1.7	Complete	29848	High	0/1/-/-/-	Homo Sapiens	2021-05-04	United States / Rhode Island	NA	2021-06-03	NA	2021-06-08 10:34:38	2021-06-16 15:33:27	alpha
22858	MZ331241	SARS-CoV-2/human/USA/RI-CDC-2-4393976/2021	GenBank	EPI_ISL_2384151	B.1.1.7	Complete	29795	High	0/2/-/-/-	Homo Sapiens	2021-05-07	United States / Rhode Island	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:25	alpha
22862	MZ331297	SARS-CoV-2/human/USA/KS-CDC-2-4395068/2021	GenBank	EPI_ISL_2384207	B.1.1.7	Complete	29848	High	0/0/-/-/-	Homo Sapiens	2021-05-13	United States / Kansas	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:22	alpha
22902	MZ332528	SARS-CoV-2/human/IND/GBRC632a/2021	GenBank	NA	B.1.1.7	Complete	29783	High	0/0/-/-/-	Homo sapiens	2021-04-01	India	 	2021-06-03	 	2021-06-10 13:24:57	2021-06-10 13:24:57	alpha
22903	MZ333284	SARS-CoV-2/human/USA/PA-CDC-LC0062116/2021	GenBank	EPI_ISL_2324446	B.1.1.7	Complete	29789	High	0/0/-/-/-	Homo Sapiens	2021-05-15	United States / Pennsylvania	NA	2021-05-28	NA	2021-06-03 03:32:22	2021-06-16 15:33:20	alpha
22912	MZ333348	SARS-CoV-2/human/USA/IN-CDC-LC0062012/2021	GenBank	EPI_ISL_2324510	B.1.1.7	Complete	29696	High	0/0/-/-/-	Homo Sapiens	2021-05-15	United States / Indiana	NA	2021-05-28	NA	2021-06-03 03:32:22	2021-06-16 15:33:20	alpha
22914	MZ333360	SARS-CoV-2/human/USA/KY-CDC-LC0062117/2021	GenBank	EPI_ISL_2324522	B.1.1.7	Complete	29754	High	0/0/-/-/-	Homo Sapiens	2021-05-13	United States / Kentucky	NA	2021-05-28	NA	2021-06-03 03:32:22	2021-06-16 15:33:22	alpha
22917	MZ333371	SARS-CoV-2/human/USA/KY-CDC-LC0062013/2021	GenBank	EPI_ISL_2324533	B.1.1.7	Complete	29726	High	0/0/-/-/-	Homo Sapiens	2021-05-13	United States / Kentucky	NA	2021-05-28	NA	2021-06-03 03:32:22	2021-06-16 15:33:22	alpha
22920	MZ333387	SARS-CoV-2/human/USA/MI-CDC-LC0062103/2021	GenBank	EPI_ISL_2324549	B.1.1.7	Complete	29697	High	0/0/-/-/-	Homo Sapiens	2021-05-14	United States / Michigan	NA	2021-05-28	NA	2021-06-03 03:32:22	2021-06-16 15:33:21	alpha
22928	MZ334649	SARS-CoV-2/human/USA/TX-DSHS-6694/2021	GenBank	EPI_ISL_2377715	B.1.1.7	Complete	29830	High	0/1/-/-/-	Homo Sapiens	2021-05-10	United States / Texas / Guadalupe	NA	2021-06-02	NA	2021-06-08 10:34:37	2021-06-16 15:33:25	alpha
22931	MZ336959	SARS-CoV-2/human/USA/TX-CDC-QDX25062944/2021	GenBank	EPI_ISL_2397371	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / Texas	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:18	alpha
22934	MZ337057	SARS-CoV-2/human/USA/CA-CDC-QDX25025160/2021	GenBank	EPI_ISL_2397469	B.1.1.7	Complete	29754	High	0/0/-/-/-	Homo Sapiens	2021-05-15	United States / California	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:20	alpha
22937	MZ337104	SARS-CoV-2/human/USA/MA-CDC-QDX25063030/2021	GenBank	EPI_ISL_2397517	B.1.1.7	Complete	29763	High	0/1/-/-/-	Homo Sapiens	2021-05-16	United States / Massachusetts	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:19	alpha
22938	MZ337110	SARS-CoV-2/human/USA/CA-CDC-QDX25025166/2021	GenBank	EPI_ISL_2397523	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-16	United States / California	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:19	alpha
22942	MZ337136	SARS-CoV-2/human/USA/TX-CDC-QDX25062905/2021	GenBank	EPI_ISL_2397549	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-15	United States / Texas	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:20	alpha
22946	MZ337157	SARS-CoV-2/human/USA/MA-CDC-QDX25025336/2021	GenBank	EPI_ISL_2397570	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-11	United States / Massachusetts	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:23	alpha
22948	MZ337174	SARS-CoV-2/human/USA/PA-CDC-QDX24980901/2021	GenBank	EPI_ISL_2397587	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-10	United States / Pennsylvania	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:24	alpha
22954	MZ337226	SARS-CoV-2/human/USA/MA-CDC-QDX25025304/2021	GenBank	EPI_ISL_2397639	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-08	United States / Massachusetts	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:25	alpha
22957	MZ337250	SARS-CoV-2/human/USA/ME-CDC-QDX25025327/2021	GenBank	EPI_ISL_2397663	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-11	United States / Maine	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:23	alpha
22959	MZ337265	SARS-CoV-2/human/USA/PA-CDC-QDX24980927/2021	GenBank	EPI_ISL_2397678	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-11	United States / Pennsylvania	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:24	alpha
22962	MZ337314	SARS-CoV-2/human/USA/MI-CDC-QDX25063196/2021	GenBank	EPI_ISL_2397727	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / Michigan	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
22966	MZ337368	SARS-CoV-2/human/USA/MI-CDC-QDX25063221/2021	GenBank	EPI_ISL_2397781	B.1.1.7	Complete	29763	High	3/0/-/-/-	Homo Sapiens	2021-05-17	United States / Michigan	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
23009	MZ340560	SARS-CoV-2/human/USA/CA-LACPHL-AF01145/2021	GenBank	EPI_ISL_2405185	B.1.1.7	Complete	29797	High	5/0/-/-/-	Homo sapiens	2021-05-09	United States / California / Los Angeles County	 	2021-06-04	 	2021-06-10 13:24:57	2021-06-10 13:24:57	alpha
23027	MZ340678	SARS-CoV-2/human/USA/FL-BPHL-3265/2021	GenBank	EPI_ISL_2277893	B.1.1.7	Complete	29815	High	0/0/-/-/-	Homo Sapiens	2021-05-06	United States / Florida	NA	2021-05-26	NA	2021-05-30 06:41:25	2021-06-16 15:33:25	alpha
23030	MZ340728	SARS-CoV-2/human/USA/FL-BPHL-3185/2021	GenBank	EPI_ISL_2277875	B.1.1.7	Complete	29805	High	0/0/-/-/-	Homo Sapiens	2021-04-29	United States / Florida	NA	2021-05-26	NA	2021-05-30 06:41:26	2021-06-16 15:33:27	alpha
23035	MZ340757	SARS-CoV-2/human/USA/FL-BPHL-3300/2021	GenBank	EPI_ISL_2277899	B.1.1.7	Complete	29806	High	0/0/-/-/-	Homo Sapiens	2021-05-04	United States / Florida	NA	2021-05-26	NA	2021-05-30 06:41:26	2021-06-16 15:33:26	alpha
23046	MZ340855	SARS-CoV-2/human/USA/FL-BPHL-3039/2021	GenBank	EPI_ISL_2277842	B.1.1.7	Complete	29806	High	0/0/-/-/-	Homo Sapiens	2021-04-19	United States / Florida	NA	2021-05-26	NA	2021-05-30 06:41:26	2021-06-16 15:33:28	alpha
23047	MZ340862	SARS-CoV-2/human/USA/FL-BPHL-3046/2021	GenBank	EPI_ISL_2277760	B.1.1.7	Complete	29808	High	0/0/-/-/-	Homo Sapiens	2021-04-20	United States / Florida	NA	2021-05-26	NA	2021-05-30 06:41:26	2021-06-16 15:33:28	alpha
23049	MZ340905	SARS-CoV-2/human/USA/FL-BPHL-3089/2021	GenBank	EPI_ISL_2277769	B.1.1.7	Complete	29778	High	0/0/-/-/-	Homo Sapiens	2021-04-23	United States / Florida	NA	2021-05-26	NA	2021-05-30 06:41:26	2021-06-16 15:33:28	alpha
23053	MZ341019	SARS-CoV-2/human/USA/WV-CDC-LC0064940/2021	GenBank	EPI_ISL_2397834	B.1.1.7	Complete	29694	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / West Virginia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:19	alpha
23054	MZ341034	SARS-CoV-2/human/USA/NM-CDC-LC0064708/2021	GenBank	EPI_ISL_2397849	B.1.1.7	Complete	29694	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / New Mexico	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:16	alpha
23056	MZ341087	SARS-CoV-2/human/USA/OH-CDC-LC0064894/2021	GenBank	EPI_ISL_2397902	B.1.1.7	Complete	29695	High	0/0/-/-/-	Homo Sapiens	2021-05-19	United States / Ohio	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:15	alpha
23058	MZ341090	SARS-CoV-2/human/USA/OH-CDC-LC0064788/2021	GenBank	EPI_ISL_2397905	B.1.1.7	Complete	29695	High	0/0/-/-/-	Homo Sapiens	2021-05-19	United States / Ohio	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:15	alpha
23064	MZ341169	SARS-CoV-2/human/USA/NV-CDC-LC0064797/2021	GenBank	EPI_ISL_2397984	B.1.1.7	Complete	29694	High	0/0/-/-/-	Homo Sapiens	2021-05-20	United States / Nevada	NA	2021-06-03	NA	2021-06-08 10:34:35	2021-06-16 15:33:13	alpha
23075	MZ341289	SARS-CoV-2/human/USA/IL-CDC-LC0063467/2021	GenBank	EPI_ISL_2398104	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-13	United States / Illinois	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:22	alpha
23079	MZ341321	SARS-CoV-2/human/USA/IN-CDC-LC0063504/2021	GenBank	EPI_ISL_2398136	B.1.1.7	Complete	29664	High	0/0/-/-/-	Homo Sapiens	2021-05-14	United States / Indiana	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:21	alpha
23080	MZ341329	SARS-CoV-2/human/USA/VA-CDC-LC0062932/2021	GenBank	EPI_ISL_2398144	B.1.1.7	Complete	29760	High	0/0/-/-/-	Homo Sapiens	2021-05-14	United States / Virginia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:22	alpha
23081	MZ341341	SARS-CoV-2/human/USA/OH-CDC-LC0063480/2021	GenBank	EPI_ISL_2398156	B.1.1.7	Complete	29728	High	0/0/-/-/-	Homo Sapiens	2021-05-14	United States / Ohio	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:22	alpha
23087	MZ341379	SARS-CoV-2/human/USA/IN-CDC-LC0063280/2021	GenBank	EPI_ISL_2398194	B.1.1.7	Complete	29755	High	0/0/-/-/-	Homo Sapiens	2021-05-15	United States / Indiana	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:20	alpha
23098	MZ341507	SARS-CoV-2/human/USA/NY-CDC-LC0063370/2021	GenBank	EPI_ISL_2398328	B.1.1.7	Complete	29760	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / New York	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:18	alpha
23099	MZ341512	SARS-CoV-2/human/USA/PA-CDC-LC0063210/2021	GenBank	EPI_ISL_2398333	B.1.1.7	Complete	29760	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / Pennsylvania	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:18	alpha
23105	MZ341554	SARS-CoV-2/human/USA/WI-CDC-LC0063158/2021	GenBank	EPI_ISL_2398375	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / Wisconsin	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
23111	MZ341622	SARS-CoV-2/human/USA/NJ-CDC-LC0063382/2021	GenBank	EPI_ISL_2398443	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / New Jersey	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:16	alpha
23115	MZ341675	SARS-CoV-2/human/USA/PA-CDC-LC0063331/2021	GenBank	EPI_ISL_2398496	B.1.1.7	Complete	29697	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / Pennsylvania	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:16	alpha
23123	MZ341731	SARS-CoV-2/human/USA/NJ-CDC-LC0063102/2021	GenBank	EPI_ISL_2398552	B.1.1.7	Complete	29727	High	0/0/-/-/-	Homo Sapiens	2021-05-21	United States / New Jersey	NA	2021-06-03	NA	2021-06-08 10:34:35	2021-06-16 15:33:12	alpha
23130	MZ341775	SARS-CoV-2/human/USA/VA-CDC-LC0063561/2021	GenBank	EPI_ISL_2398596	B.1.1.7	Complete	29762	High	0/0/-/-/-	Homo Sapiens	2021-05-11	United States / Virginia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:24	alpha
23137	MZ341887	SARS-CoV-2/human/USA/VA-CDC-LC0063703/2021	GenBank	EPI_ISL_2398708	B.1.1.7	Complete	29790	High	0/0/-/-/-	Homo Sapiens	2021-05-14	United States / Virginia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:22	alpha
23141	MZ341923	SARS-CoV-2/human/USA/VA-CDC-LC0064268/2021	GenBank	EPI_ISL_2398744	B.1.1.7	Complete	29728	High	0/0/-/-/-	Homo Sapiens	2021-05-15	United States / Virginia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:21	alpha
23142	MZ341931	SARS-CoV-2/human/USA/DC-CDC-LC0064058/2021	GenBank	EPI_ISL_2398752	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-16	United States / District of Columbia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:19	alpha
23146	MZ341959	SARS-CoV-2/human/USA/DC-CDC-LC0064106/2021	GenBank	EPI_ISL_2398780	B.1.1.7	Complete	29664	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / District of Columbia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
23152	MZ341988	SARS-CoV-2/human/USA/VA-CDC-LC0064087/2021	GenBank	EPI_ISL_2398809	B.1.1.7	Complete	29697	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / Virginia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:19	alpha
23153	MZ341997	SARS-CoV-2/human/USA/OH-CDC-LC0063662/2021	GenBank	EPI_ISL_2398818	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / Ohio	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:16	alpha
23159	MZ342030	SARS-CoV-2/human/USA/WI-CDC-LC0063960/2021	GenBank	EPI_ISL_2398851	B.1.1.7	Complete	29666	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / Wisconsin	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
23160	MZ342032	SARS-CoV-2/human/USA/WI-CDC-LC0063973/2021	GenBank	EPI_ISL_2398853	B.1.1.7	Complete	29756	High	0/0/-/-/-	Homo Sapiens	2021-05-19	United States / Wisconsin	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:15	alpha
23162	MZ342043	SARS-CoV-2/human/USA/NJ-CDC-LC0064219/2021	GenBank	EPI_ISL_2398864	B.1.1.7	Complete	29760	High	0/0/-/-/-	Homo Sapiens	2021-05-19	United States / New Jersey	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:15	alpha
23163	MZ342050	SARS-CoV-2/human/USA/NJ-CDC-LC0064180/2021	GenBank	EPI_ISL_2398871	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-19	United States / New Jersey	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:15	alpha
23165	MZ342076	SARS-CoV-2/human/USA/WV-CDC-LC0063666/2021	GenBank	EPI_ISL_2398897	B.1.1.7	Complete	29607	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / West Virginia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
23168	MZ342098	SARS-CoV-2/human/USA/KY-CDC-LC0064002/2021	GenBank	EPI_ISL_2398919	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-19	United States / Kentucky	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:15	alpha
23173	MZ342122	SARS-CoV-2/human/USA/IL-CDC-LC0064032/2021	GenBank	EPI_ISL_2398943	B.1.1.7	Complete	29665	High	0/0/-/-/-	Homo Sapiens	2021-05-20	United States / Illinois	NA	2021-06-03	NA	2021-06-08 10:34:35	2021-06-16 15:33:13	alpha
23174	MZ342124	SARS-CoV-2/human/USA/IL-CDC-LC0063992/2021	GenBank	EPI_ISL_2398945	B.1.1.7	Complete	29761	High	0/0/-/-/-	Homo Sapiens	2021-05-20	United States / Illinois	NA	2021-06-03	NA	2021-06-08 10:34:35	2021-06-16 15:33:13	alpha
23182	MZ342183	SARS-CoV-2/human/USA/GA-CDC-LC0062538/2021	GenBank	EPI_ISL_2399004	B.1.1.7	Complete	29727	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / Georgia	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
23185	MZ342210	SARS-CoV-2/human/USA/CT-CDC-LC0062417/2021	GenBank	EPI_ISL_2399048	B.1.1.7	Complete	29760	High	0/0/-/-/-	Homo Sapiens	2021-05-17	United States / Connecticut	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:17	alpha
23190	MZ342232	SARS-CoV-2/human/USA/FL-CDC-LC0062494/2021	GenBank	EPI_ISL_2399070	B.1.1.7	Complete	29756	High	0/0/-/-/-	Homo Sapiens	2021-05-18	United States / Florida	NA	2021-06-03	NA	2021-06-08 10:34:37	2021-06-16 15:33:15	alpha
